video_frame,left,width,top,height,conf,class
57995_000109_Endzone_369,1207,20,359,17,0.79736328125,0
57995_000109_Endzone_369,1007,21,415,20,0.796875,0
57995_000109_Endzone_369,671,18,591,21,0.7919921875,0
57995_000109_Endzone_369,1007,20,415,20,0.791015625,0
57995_000109_Endzone_369,595,20,369,18,0.79052734375,0
57995_000109_Endzone_369,670,20,591,20,0.78955078125,0
57995_000109_Endzone_369,1207,20,358,18,0.7880859375,0
57995_000109_Endzone_369,595,20,368,19,0.78125,0
57995_000109_Endzone_369,902,20,338,20,0.77685546875,0
57995_000109_Endzone_369,925,18,250,19,0.7724609375,0
57995_000109_Endzone_369,508,19,304,21,0.771484375,0
57995_000109_Endzone_369,1072,20,334,19,0.76904296875,0
57995_000109_Endzone_369,902,20,338,21,0.76806640625,0
57995_000109_Endzone_369,924,20,250,20,0.76708984375,0
57995_000109_Endzone_369,508,18,304,21,0.765625,0
57995_000109_Endzone_369,723,22,303,19,0.74853515625,0
57995_000109_Endzone_369,1242,22,328,20,0.74560546875,0
57995_000109_Endzone_369,659,19,260,19,0.74267578125,0
57995_000109_Endzone_369,902,20,338,21,0.732421875,0
57995_000109_Endzone_369,323,22,302,25,0.73046875,0
57995_000109_Endzone_369,659,19,260,19,0.7275390625,0
57995_000109_Endzone_369,659,19,260,19,0.72216796875,0
57995_000109_Endzone_369,660,18,260,19,0.71533203125,0
57995_000109_Endzone_369,723,22,303,19,0.70458984375,0
57995_000109_Endzone_370,1159,18,274,20,0.822265625,0
57995_000109_Endzone_370,1073,19,335,19,0.814453125,0
57995_000109_Endzone_370,1010,21,416,21,0.81298828125,0
57995_000109_Endzone_370,1009,21,416,21,0.8125,0
57995_000109_Endzone_370,1210,20,358,18,0.8115234375,0
57995_000109_Endzone_370,1072,20,335,19,0.81005859375,0
57995_000109_Endzone_370,1209,21,358,18,0.8017578125,0
57995_000109_Endzone_370,1009,21,416,20,0.8017578125,0
57995_000109_Endzone_370,1245,21,327,22,0.79931640625,0
57995_000109_Endzone_370,596,20,368,19,0.78564453125,0
57995_000109_Endzone_370,674,19,592,20,0.783203125,0
57995_000109_Endzone_370,596,20,369,18,0.78125,0
57995_000109_Endzone_370,673,20,592,20,0.77587890625,0
57995_000109_Endzone_370,510,17,304,19,0.77587890625,0
57995_000109_Endzone_370,1245,21,328,20,0.77001953125,0
57995_000109_Endzone_370,1244,21,327,21,0.76806640625,0
57995_000109_Endzone_370,904,20,338,20,0.76318359375,0
57995_000109_Endzone_370,1072,20,335,18,0.76025390625,0
57995_000109_Endzone_370,595,20,369,18,0.75390625,0
57995_000109_Endzone_370,924,18,251,19,0.74853515625,0
57995_000109_Endzone_370,923,20,250,20,0.7431640625,0
57995_000109_Endzone_370,725,20,303,18,0.72607421875,0
57995_000109_Endzone_370,509,18,304,20,0.7255859375,0
57995_000109_Endzone_370,725,20,302,19,0.7119140625,0
57995_000109_Endzone_370,725,21,303,19,0.70654296875,0
57995_000109_Endzone_370,658,19,259,19,0.7060546875,0
57995_000109_Endzone_371,1159,18,273,21,0.83154296875,0
57995_000109_Endzone_371,1012,20,417,21,0.82763671875,0
57995_000109_Endzone_371,1074,18,335,19,0.82568359375,0
57995_000109_Endzone_371,1159,20,273,21,0.82421875,0
57995_000109_Endzone_371,1160,18,273,20,0.81884765625,0
57995_000109_Endzone_371,1073,20,335,19,0.81884765625,0
57995_000109_Endzone_371,1212,20,357,18,0.8125,0
57995_000109_Endzone_371,1160,18,274,19,0.80419921875,0
57995_000109_Endzone_371,510,18,303,20,0.8017578125,0
57995_000109_Endzone_371,596,21,369,19,0.8017578125,0
57995_000109_Endzone_371,1158,20,273,20,0.80078125,0
57995_000109_Endzone_371,1012,21,417,21,0.7890625,0
57995_000109_Endzone_371,595,21,368,20,0.7880859375,0
57995_000109_Endzone_371,595,21,369,18,0.7880859375,0
57995_000109_Endzone_371,596,20,369,18,0.7861328125,0
57995_000109_Endzone_371,596,20,370,17,0.78564453125,0
57995_000109_Endzone_371,923,20,251,19,0.78515625,0
57995_000109_Endzone_371,510,18,303,20,0.78173828125,0
57995_000109_Endzone_371,905,20,337,20,0.78076171875,0
57995_000109_Endzone_371,1247,20,327,20,0.78076171875,0
57995_000109_Endzone_371,905,22,337,20,0.78076171875,0
57995_000109_Endzone_371,677,20,592,20,0.78076171875,0
57995_000109_Endzone_371,924,18,251,19,0.7802734375,0
57995_000109_Endzone_371,905,21,337,20,0.7783203125,0
57995_000109_Endzone_371,676,21,591,21,0.7763671875,0
57995_000109_Endzone_371,1073,20,334,19,0.77490234375,0
57995_000109_Endzone_371,906,20,337,21,0.7724609375,0
57995_000109_Endzone_371,922,20,250,20,0.76123046875,0
57995_000109_Endzone_371,725,20,302,19,0.75048828125,0
57995_000109_Endzone_371,658,18,259,19,0.7431640625,0
57995_000109_Endzone_371,658,18,259,19,0.7275390625,0
57995_000109_Endzone_371,1246,20,326,22,0.720703125,0
57995_000109_Endzone_371,658,19,259,19,0.7138671875,0
57995_000109_Endzone_371,1013,20,417,20,0.7080078125,0
57995_000109_Endzone_371,726,20,302,19,0.7021484375,0
57995_000109_Endzone_372,1160,18,273,20,0.8271484375,0
57995_000109_Endzone_372,511,18,303,20,0.8203125,0
57995_000109_Endzone_372,1160,20,273,21,0.81982421875,0
57995_000109_Endzone_372,1075,18,335,19,0.81982421875,0
57995_000109_Endzone_372,1160,19,273,20,0.81884765625,0
57995_000109_Endzone_372,1074,20,335,19,0.81591796875,0
57995_000109_Endzone_372,1160,18,273,20,0.81298828125,0
57995_000109_Endzone_372,1215,20,358,18,0.8125,0
57995_000109_Endzone_372,1247,21,326,20,0.8056640625,0
57995_000109_Endzone_372,1074,20,335,19,0.8056640625,0
57995_000109_Endzone_372,510,20,303,20,0.80419921875,0
57995_000109_Endzone_372,1160,20,273,20,0.80322265625,0
57995_000109_Endzone_372,1015,20,417,21,0.7998046875,0
57995_000109_Endzone_372,596,21,368,19,0.79833984375,0
57995_000109_Endzone_372,1015,21,417,21,0.79541015625,0
57995_000109_Endzone_372,1214,21,358,18,0.79345703125,0
57995_000109_Endzone_372,1015,22,417,21,0.79345703125,0
57995_000109_Endzone_372,596,21,368,19,0.79296875,0
57995_000109_Endzone_372,681,19,592,20,0.78662109375,0
57995_000109_Endzone_372,907,21,335,22,0.78369140625,0
57995_000109_Endzone_372,680,20,592,21,0.78271484375,0
57995_000109_Endzone_372,596,21,368,20,0.7783203125,0
57995_000109_Endzone_372,922,20,251,19,0.77490234375,0
57995_000109_Endzone_372,680,20,592,20,0.7744140625,0
57995_000109_Endzone_372,923,19,251,19,0.77392578125,0
57995_000109_Endzone_372,907,20,336,21,0.77099609375,0
57995_000109_Endzone_372,596,20,369,18,0.76318359375,0
57995_000109_Endzone_372,658,18,259,19,0.7490234375,0
57995_000109_Endzone_372,1247,20,325,22,0.7412109375,0
57995_000109_Endzone_372,657,19,259,19,0.73583984375,0
57995_000109_Endzone_372,727,21,301,19,0.73583984375,0
57995_000109_Endzone_372,657,18,259,19,0.732421875,0
57995_000109_Endzone_372,1247,20,325,21,0.724609375,0
57995_000109_Endzone_372,1246,21,325,21,0.71630859375,0
57995_000109_Endzone_372,1215,21,358,19,0.70166015625,0
57995_000109_Endzone_373,511,20,303,20,0.81201171875,0
57995_000109_Endzone_373,1161,19,272,20,0.81005859375,0
57995_000109_Endzone_373,1073,22,334,20,0.80712890625,0
57995_000109_Endzone_373,1247,22,324,22,0.80078125,0
57995_000109_Endzone_373,597,21,368,19,0.80029296875,0
57995_000109_Endzone_373,1162,18,273,20,0.7978515625,0
57995_000109_Endzone_373,512,18,303,20,0.7958984375,0
57995_000109_Endzone_373,597,20,368,19,0.7939453125,0
57995_000109_Endzone_373,1162,18,272,20,0.79345703125,0
57995_000109_Endzone_373,685,20,592,20,0.791015625,0
57995_000109_Endzone_373,1249,20,324,22,0.7841796875,0
57995_000109_Endzone_373,1161,20,272,20,0.78369140625,0
57995_000109_Endzone_373,1018,22,417,21,0.77978515625,0
57995_000109_Endzone_373,597,20,367,20,0.77880859375,0
57995_000109_Endzone_373,1019,20,417,21,0.77880859375,0
57995_000109_Endzone_373,1217,20,358,17,0.77490234375,0
57995_000109_Endzone_373,684,21,592,21,0.77392578125,0
57995_000109_Endzone_373,908,22,335,20,0.77197265625,0
57995_000109_Endzone_373,1217,20,358,18,0.76953125,0
57995_000109_Endzone_373,1248,20,324,21,0.765625,0
57995_000109_Endzone_373,684,20,592,20,0.763671875,0
57995_000109_Endzone_373,1217,21,358,18,0.76171875,0
57995_000109_Endzone_373,909,20,335,21,0.75732421875,0
57995_000109_Endzone_373,1074,21,334,20,0.75634765625,0
57995_000109_Endzone_373,683,21,592,20,0.75,0
57995_000109_Endzone_373,657,19,259,19,0.73193359375,0
57995_000109_Endzone_373,728,22,301,18,0.7275390625,0
57995_000109_Endzone_373,922,20,251,20,0.72607421875,0
57995_000109_Endzone_373,728,21,301,18,0.72021484375,0
57995_000109_Endzone_373,657,18,258,20,0.71826171875,0
57995_000109_Endzone_373,657,18,259,19,0.7177734375,0
57995_000109_Endzone_374,1072,23,333,20,0.81640625,0
57995_000109_Endzone_374,1162,18,272,20,0.8125,0
57995_000109_Endzone_374,1072,23,334,19,0.80810546875,0
57995_000109_Endzone_374,1073,22,333,20,0.80712890625,0
57995_000109_Endzone_374,512,20,303,19,0.80712890625,0
57995_000109_Endzone_374,688,20,591,20,0.80712890625,0
57995_000109_Endzone_374,1020,22,417,21,0.806640625,0
57995_000109_Endzone_374,1249,21,323,22,0.80517578125,0
57995_000109_Endzone_374,1161,20,272,21,0.8017578125,0
57995_000109_Endzone_374,1161,20,272,20,0.79736328125,0
57995_000109_Endzone_374,597,20,367,19,0.7958984375,0
57995_000109_Endzone_374,1250,20,323,22,0.78955078125,0
57995_000109_Endzone_374,597,20,367,19,0.7861328125,0
57995_000109_Endzone_374,1220,21,358,17,0.78564453125,0
57995_000109_Endzone_374,1220,20,358,17,0.78173828125,0
57995_000109_Endzone_374,1219,21,358,17,0.78125,0
57995_000109_Endzone_374,687,21,591,20,0.7802734375,0
57995_000109_Endzone_374,687,20,591,20,0.779296875,0
57995_000109_Endzone_374,1073,22,334,18,0.77294921875,0
57995_000109_Endzone_374,597,20,367,19,0.76953125,0
57995_000109_Endzone_374,1220,20,358,17,0.76904296875,0
57995_000109_Endzone_374,910,21,335,22,0.76708984375,0
57995_000109_Endzone_374,910,20,335,21,0.75927734375,0
57995_000109_Endzone_374,729,21,298,20,0.75634765625,0
57995_000109_Endzone_374,1073,23,334,19,0.75244140625,0
57995_000109_Endzone_374,657,17,259,19,0.7421875,0
57995_000109_Endzone_374,597,20,368,18,0.73828125,0
57995_000109_Endzone_374,656,18,259,19,0.7353515625,0
57995_000109_Endzone_374,656,18,258,20,0.7265625,0
57995_000109_Endzone_374,513,19,303,19,0.7197265625,0
57995_000109_Endzone_374,921,20,251,20,0.7177734375,0
57995_000109_Endzone_374,922,18,251,19,0.7109375,0
57995_000109_Endzone_374,254,17,310,17,0.701171875,0
57995_000109_Endzone_375,1072,22,333,20,0.8134765625,0
57995_000109_Endzone_375,1022,22,417,20,0.8134765625,0
57995_000109_Endzone_375,1073,22,333,20,0.8125,0
57995_000109_Endzone_375,1073,22,333,20,0.80908203125,0
57995_000109_Endzone_375,1162,20,272,20,0.8076171875,0
57995_000109_Endzone_375,1250,21,322,21,0.79833984375,0
57995_000109_Endzone_375,691,19,590,21,0.796875,0
57995_000109_Endzone_375,512,20,303,19,0.7958984375,0
57995_000109_Endzone_375,1161,20,272,20,0.794921875,0
57995_000109_Endzone_375,598,20,366,19,0.79296875,0
57995_000109_Endzone_375,1221,21,358,17,0.78857421875,0
57995_000109_Endzone_375,513,18,303,19,0.78759765625,0
57995_000109_Endzone_375,691,20,590,21,0.78564453125,0
57995_000109_Endzone_375,597,21,366,19,0.783203125,0
57995_000109_Endzone_375,1251,20,322,21,0.7822265625,0
57995_000109_Endzone_375,1222,21,358,18,0.78173828125,0
57995_000109_Endzone_375,1222,20,358,17,0.77978515625,0
57995_000109_Endzone_375,1162,18,272,20,0.77783203125,0
57995_000109_Endzone_375,1250,22,322,21,0.77734375,0
57995_000109_Endzone_375,910,22,335,21,0.77294921875,0
57995_000109_Endzone_375,1222,20,358,18,0.7724609375,0
57995_000109_Endzone_375,911,20,335,21,0.77197265625,0
57995_000109_Endzone_375,1250,20,323,21,0.771484375,0
57995_000109_Endzone_375,1222,20,358,17,0.76904296875,0
57995_000109_Endzone_375,597,20,367,18,0.76708984375,0
57995_000109_Endzone_375,921,20,250,19,0.75146484375,0
57995_000109_Endzone_375,922,18,250,19,0.744140625,0
57995_000109_Endzone_375,1023,22,417,20,0.736328125,0
57995_000109_Endzone_375,656,17,259,19,0.72998046875,0
57995_000109_Endzone_375,731,20,298,19,0.72900390625,0
57995_000109_Endzone_375,656,17,258,20,0.72705078125,0
57995_000109_Endzone_375,730,20,298,19,0.72412109375,0
57995_000109_Endzone_376,1162,20,272,20,0.818359375,0
57995_000109_Endzone_376,1073,22,332,20,0.81494140625,0
57995_000109_Endzone_376,1074,20,333,19,0.8125,0
57995_000109_Endzone_376,1025,22,416,20,0.810546875,0
57995_000109_Endzone_376,1074,20,332,20,0.80908203125,0
57995_000109_Endzone_376,1073,22,333,19,0.80810546875,0
57995_000109_Endzone_376,1162,19,272,20,0.806640625,0
57995_000109_Endzone_376,1025,22,416,21,0.8056640625,0
57995_000109_Endzone_376,1072,22,333,19,0.7978515625,0
57995_000109_Endzone_376,1251,20,322,21,0.79541015625,0
57995_000109_Endzone_376,513,19,303,19,0.79296875,0
57995_000109_Endzone_376,912,19,335,20,0.791015625,0
57995_000109_Endzone_376,1162,18,273,19,0.7880859375,0
57995_000109_Endzone_376,597,20,366,19,0.78662109375,0
57995_000109_Endzone_376,1223,20,359,17,0.7783203125,0
57995_000109_Endzone_376,1026,20,416,21,0.7783203125,0
57995_000109_Endzone_376,912,20,335,21,0.77685546875,0
57995_000109_Endzone_376,597,19,366,18,0.7724609375,0
57995_000109_Endzone_376,1222,22,359,17,0.7685546875,0
57995_000109_Endzone_376,513,19,303,19,0.76171875,0
57995_000109_Endzone_376,694,19,590,20,0.76171875,0
57995_000109_Endzone_376,1224,20,359,17,0.76025390625,0
57995_000109_Endzone_376,693,20,590,21,0.7578125,0
57995_000109_Endzone_376,920,18,249,20,0.7470703125,0
57995_000109_Endzone_376,1223,22,359,17,0.74169921875,0
57995_000109_Endzone_376,920,17,249,19,0.73779296875,0
57995_000109_Endzone_376,655,18,259,19,0.72607421875,0
57995_000109_Endzone_376,655,18,259,19,0.7236328125,0
57995_000109_Endzone_376,494,18,326,18,0.72216796875,0
57995_000109_Endzone_376,655,17,259,19,0.720703125,0
57995_000109_Endzone_376,655,18,259,19,0.716796875,0
57995_000109_Endzone_376,1223,20,358,18,0.7158203125,0
57995_000109_Endzone_377,1072,22,332,19,0.81591796875,0
57995_000109_Endzone_377,1162,20,273,19,0.8115234375,0
57995_000109_Endzone_377,1072,22,333,18,0.810546875,0
57995_000109_Endzone_377,1027,22,415,20,0.81005859375,0
57995_000109_Endzone_377,1028,20,416,20,0.80908203125,0
57995_000109_Endzone_377,1028,22,415,20,0.80859375,0
57995_000109_Endzone_377,1073,20,332,19,0.8046875,0
57995_000109_Endzone_377,1225,20,359,18,0.79833984375,0
57995_000109_Endzone_377,1027,22,416,20,0.79052734375,0
57995_000109_Endzone_377,1226,20,359,18,0.78955078125,0
57995_000109_Endzone_377,1252,20,321,21,0.78955078125,0
57995_000109_Endzone_377,1227,20,359,18,0.7880859375,0
57995_000109_Endzone_377,914,17,335,20,0.7880859375,0
57995_000109_Endzone_377,513,20,303,20,0.7880859375,0
57995_000109_Endzone_377,1074,20,332,19,0.78759765625,0
57995_000109_Endzone_377,1252,21,321,21,0.787109375,0
57995_000109_Endzone_377,1252,20,321,21,0.78564453125,0
57995_000109_Endzone_377,1073,22,333,18,0.78564453125,0
57995_000109_Endzone_377,1225,21,359,18,0.78564453125,0
57995_000109_Endzone_377,1225,22,359,18,0.7763671875,0
57995_000109_Endzone_377,914,18,335,20,0.775390625,0
57995_000109_Endzone_377,597,19,365,18,0.775390625,0
57995_000109_Endzone_377,913,19,335,20,0.775390625,0
57995_000109_Endzone_377,1251,21,321,21,0.7685546875,0
57995_000109_Endzone_377,698,19,590,21,0.767578125,0
57995_000109_Endzone_377,1073,22,333,17,0.76611328125,0
57995_000109_Endzone_377,513,19,303,20,0.765625,0
57995_000109_Endzone_377,919,18,247,20,0.76513671875,0
57995_000109_Endzone_377,597,20,365,19,0.7578125,0
57995_000109_Endzone_377,920,17,247,20,0.75732421875,0
57995_000109_Endzone_377,920,17,247,20,0.74951171875,0
57995_000109_Endzone_377,920,18,247,20,0.74853515625,0
57995_000109_Endzone_377,597,19,365,19,0.74755859375,0
57995_000109_Endzone_377,654,19,258,20,0.70751953125,0
57995_000109_Endzone_378,1074,20,330,20,0.8203125,0
57995_000109_Endzone_378,1073,22,330,21,0.8173828125,0
57995_000109_Endzone_378,1031,21,415,21,0.81640625,0
57995_000109_Endzone_378,1163,20,274,19,0.81591796875,0
57995_000109_Endzone_378,1162,22,273,20,0.81298828125,0
57995_000109_Endzone_378,1229,20,360,17,0.798828125,0
57995_000109_Endzone_378,1073,22,330,21,0.7978515625,0
57995_000109_Endzone_378,1255,20,321,22,0.7958984375,0
57995_000109_Endzone_378,1227,22,360,17,0.791015625,0
57995_000109_Endzone_378,1032,20,415,20,0.7880859375,0
57995_000109_Endzone_378,702,19,589,22,0.78759765625,0
57995_000109_Endzone_378,702,19,590,21,0.78515625,0
57995_000109_Endzone_378,1228,20,360,17,0.7802734375,0
57995_000109_Endzone_378,701,20,590,21,0.7802734375,0
57995_000109_Endzone_378,1255,20,321,22,0.7783203125,0
57995_000109_Endzone_378,1228,22,360,17,0.77490234375,0
57995_000109_Endzone_378,1030,22,415,21,0.77392578125,0
57995_000109_Endzone_378,915,18,336,19,0.7734375,0
57995_000109_Endzone_378,915,19,336,19,0.77294921875,0
57995_000109_Endzone_378,597,20,363,20,0.7724609375,0
57995_000109_Endzone_378,1227,22,360,17,0.76904296875,0
57995_000109_Endzone_378,914,20,336,20,0.76708984375,0
57995_000109_Endzone_378,915,18,335,21,0.763671875,0
57995_000109_Endzone_378,596,21,363,20,0.76220703125,0
57995_000109_Endzone_378,596,20,363,20,0.75927734375,0
57995_000109_Endzone_378,919,18,247,20,0.75048828125,0
57995_000109_Endzone_378,918,19,247,20,0.74951171875,0
57995_000109_Endzone_378,513,20,304,20,0.7431640625,0
57995_000109_Endzone_378,920,17,247,20,0.73583984375,0
57995_000109_Endzone_378,514,20,305,18,0.732421875,0
57995_000109_Endzone_378,1255,20,321,21,0.7275390625,0
57995_000109_Endzone_378,514,19,305,18,0.71142578125,0
57995_000109_Endzone_378,653,20,258,20,0.70068359375,0
57995_000109_Endzone_379,1035,21,415,20,0.82666015625,0
57995_000109_Endzone_379,1035,20,415,20,0.82080078125,0
57995_000109_Endzone_379,1075,20,331,19,0.81982421875,0
57995_000109_Endzone_379,1166,19,274,20,0.8173828125,0
57995_000109_Endzone_379,1167,17,274,20,0.81396484375,0
57995_000109_Endzone_379,1256,20,321,21,0.80126953125,0
57995_000109_Endzone_379,1232,20,361,17,0.7978515625,0
57995_000109_Endzone_379,1255,22,321,21,0.79443359375,0
57995_000109_Endzone_379,1232,20,361,17,0.79150390625,0
57995_000109_Endzone_379,917,20,336,20,0.78564453125,0
57995_000109_Endzone_379,916,20,336,21,0.783203125,0
57995_000109_Endzone_379,706,19,591,20,0.775390625,0
57995_000109_Endzone_379,598,20,363,19,0.77099609375,0
57995_000109_Endzone_379,1075,21,331,20,0.77099609375,0
57995_000109_Endzone_379,706,19,591,20,0.76708984375,0
57995_000109_Endzone_379,919,18,247,19,0.76513671875,0
57995_000109_Endzone_379,1076,20,331,19,0.76025390625,0
57995_000109_Endzone_379,597,21,363,20,0.7548828125,0
57995_000109_Endzone_379,920,18,247,19,0.75048828125,0
57995_000109_Endzone_379,598,20,363,19,0.7451171875,0
57995_000109_Endzone_379,597,21,364,18,0.734375,0
57995_000109_Endzone_379,654,19,257,20,0.73193359375,0
57995_000109_Endzone_379,655,18,257,20,0.72021484375,0
57995_000109_Endzone_379,515,20,305,19,0.7177734375,0
57995_000109_Endzone_379,654,19,257,20,0.71728515625,0
57995_000109_Endzone_379,655,18,258,19,0.71044921875,0
57995_000109_Endzone_380,1167,19,275,19,0.8310546875,0
57995_000109_Endzone_380,1038,22,414,20,0.81884765625,0
57995_000109_Endzone_380,1037,22,414,20,0.81494140625,0
57995_000109_Endzone_380,1167,20,275,19,0.80908203125,0
57995_000109_Endzone_380,1077,20,332,18,0.80224609375,0
57995_000109_Endzone_380,711,18,590,21,0.7783203125,0
57995_000109_Endzone_380,598,20,362,20,0.77734375,0
57995_000109_Endzone_380,919,18,336,21,0.76806640625,0
57995_000109_Endzone_380,918,20,336,21,0.767578125,0
57995_000109_Endzone_380,1257,20,321,20,0.7666015625,0
57995_000109_Endzone_380,710,19,590,21,0.765625,0
57995_000109_Endzone_380,598,20,362,20,0.76318359375,0
57995_000109_Endzone_380,1235,20,361,17,0.76318359375,0
57995_000109_Endzone_380,1235,22,361,17,0.76220703125,0
57995_000109_Endzone_380,920,18,336,21,0.76220703125,0
57995_000109_Endzone_380,598,20,362,20,0.76171875,0
57995_000109_Endzone_380,1258,20,321,20,0.76025390625,0
57995_000109_Endzone_380,1257,22,320,21,0.75634765625,0
57995_000109_Endzone_380,598,20,362,19,0.75,0
57995_000109_Endzone_380,920,18,246,20,0.73876953125,0
57995_000109_Endzone_380,655,18,257,19,0.73095703125,0
57995_000109_Endzone_380,1236,20,361,17,0.7275390625,0
57995_000109_Endzone_380,655,18,256,20,0.72412109375,0
57995_000109_Endzone_380,655,18,257,19,0.72265625,0
57995_000109_Endzone_380,517,18,305,19,0.72021484375,0
57995_000109_Endzone_380,736,21,296,20,0.70068359375,0
57995_000109_Endzone_381,1167,20,275,20,0.83935546875,0
57995_000109_Endzone_381,1168,20,275,21,0.8251953125,0
57995_000109_Endzone_381,1041,21,414,19,0.82421875,0
57995_000109_Endzone_381,1167,20,275,21,0.82373046875,0
57995_000109_Endzone_381,1168,20,275,20,0.8193359375,0
57995_000109_Endzone_381,1077,20,329,19,0.80419921875,0
57995_000109_Endzone_381,1042,21,413,20,0.798828125,0
57995_000109_Endzone_381,1078,19,329,20,0.78173828125,0
57995_000109_Endzone_381,1238,22,361,17,0.7783203125,0
57995_000109_Endzone_381,1260,19,320,22,0.77734375,0
57995_000109_Endzone_381,1077,19,329,20,0.775390625,0
57995_000109_Endzone_381,1239,20,361,17,0.7724609375,0
57995_000109_Endzone_381,920,20,338,20,0.771484375,0
57995_000109_Endzone_381,598,20,362,19,0.75732421875,0
57995_000109_Endzone_381,715,18,590,20,0.75537109375,0
57995_000109_Endzone_381,598,20,362,19,0.75341796875,0
57995_000109_Endzone_381,1077,20,329,20,0.7509765625,0
57995_000109_Endzone_381,920,18,245,20,0.74951171875,0
57995_000109_Endzone_381,714,19,590,21,0.74658203125,0
57995_000109_Endzone_381,598,19,362,20,0.740234375,0
57995_000109_Endzone_381,714,18,590,20,0.7353515625,0
57995_000109_Endzone_381,654,19,256,19,0.7197265625,0
57995_000109_Endzone_381,654,19,257,19,0.71826171875,0
57995_000109_Endzone_381,518,18,305,19,0.70654296875,0
57995_000109_Endzone_382,1169,20,275,20,0.83251953125,0
57995_000109_Endzone_382,1169,20,276,20,0.8212890625,0
57995_000109_Endzone_382,1044,21,412,21,0.7998046875,0
57995_000109_Endzone_382,1045,21,412,21,0.79931640625,0
57995_000109_Endzone_382,1078,19,329,19,0.79541015625,0
57995_000109_Endzone_382,1262,18,320,23,0.78369140625,0
57995_000109_Endzone_382,598,19,361,20,0.7548828125,0
57995_000109_Endzone_382,718,19,590,22,0.74755859375,0
57995_000109_Endzone_382,1242,20,360,18,0.74609375,0
57995_000109_Endzone_382,598,19,362,19,0.74462890625,0
57995_000109_Endzone_382,717,20,591,20,0.7392578125,0
57995_000109_Endzone_382,1078,19,330,19,0.7392578125,0
57995_000109_Endzone_382,922,20,338,20,0.734375,0
57995_000109_Endzone_382,1242,20,360,17,0.73193359375,0
57995_000109_Endzone_382,1262,18,321,22,0.72021484375,0
57995_000109_Endzone_382,924,18,338,20,0.7177734375,0
57995_000109_Endzone_382,655,18,254,19,0.71630859375,0
57995_000109_Endzone_382,923,20,337,20,0.71484375,0
57995_000109_Endzone_382,1242,20,361,16,0.71142578125,0
57995_000109_Endzone_382,923,19,337,20,0.70947265625,0
57995_000109_Endzone_382,920,18,245,19,0.708984375,0
57995_000109_Endzone_382,920,17,245,19,0.708984375,0
57995_000109_Endzone_382,518,18,304,20,0.70458984375,0
57995_000109_Endzone_383,1170,20,275,20,0.83544921875,0
57995_000109_Endzone_383,1170,20,275,20,0.8271484375,0
57995_000109_Endzone_383,1170,20,274,20,0.8076171875,0
57995_000109_Endzone_383,1078,20,329,19,0.8056640625,0
57995_000109_Endzone_383,1047,21,412,20,0.80322265625,0
57995_000109_Endzone_383,1047,20,412,20,0.80322265625,0
57995_000109_Endzone_383,598,20,362,19,0.7763671875,0
57995_000109_Endzone_383,598,19,362,19,0.77197265625,0
57995_000109_Endzone_383,1079,18,330,19,0.771484375,0
57995_000109_Endzone_383,1078,19,330,19,0.76416015625,0
57995_000109_Endzone_383,1078,20,330,19,0.76123046875,0
57995_000109_Endzone_383,721,20,590,21,0.7607421875,0
57995_000109_Endzone_383,655,17,254,18,0.75048828125,0
57995_000109_Endzone_383,1245,20,359,18,0.74169921875,0
57995_000109_Endzone_383,721,19,590,21,0.73828125,0
57995_000109_Endzone_383,920,18,243,20,0.73193359375,0
57995_000109_Endzone_383,920,19,243,20,0.724609375,0
57995_000109_Endzone_383,920,18,244,20,0.72265625,0
57995_000109_Endzone_383,1262,18,321,22,0.7109375,0
57995_000109_Endzone_383,1263,16,321,22,0.70703125,0
57995_000109_Endzone_383,1245,19,360,17,0.70556640625,0
57995_000109_Endzone_383,655,17,255,18,0.7041015625,0
57995_000109_Endzone_383,501,20,321,18,0.70361328125,0
57995_000109_Endzone_383,518,18,304,19,0.70263671875,0
57995_000109_Endzone_383,922,22,336,21,0.7021484375,0
57995_000109_Endzone_384,1171,20,275,20,0.82666015625,0
57995_000109_Endzone_384,1171,20,274,20,0.8134765625,0
57995_000109_Endzone_384,1050,22,413,20,0.80810546875,0
57995_000109_Endzone_384,1078,20,330,19,0.8076171875,0
57995_000109_Endzone_384,726,19,590,22,0.79296875,0
57995_000109_Endzone_384,726,19,591,21,0.779296875,0
57995_000109_Endzone_384,725,19,591,21,0.7734375,0
57995_000109_Endzone_384,598,20,362,19,0.77294921875,0
57995_000109_Endzone_384,1079,18,331,18,0.76953125,0
57995_000109_Endzone_384,725,20,591,22,0.76513671875,0
57995_000109_Endzone_384,725,20,591,21,0.7568359375,0
57995_000109_Endzone_384,925,20,336,20,0.75634765625,0
57995_000109_Endzone_384,598,20,363,18,0.755859375,0
57995_000109_Endzone_384,654,18,254,18,0.75,0
57995_000109_Endzone_384,598,20,362,20,0.7490234375,0
57995_000109_Endzone_384,1248,20,360,18,0.74072265625,0
57995_000109_Endzone_384,1249,18,360,18,0.740234375,0
57995_000109_Endzone_384,1248,19,360,18,0.7373046875,0
57995_000109_Endzone_384,1247,20,360,18,0.7333984375,0
57995_000109_Endzone_384,518,18,304,19,0.72509765625,0
57995_000109_Endzone_384,655,17,254,19,0.720703125,0
57995_000109_Endzone_384,519,17,304,19,0.7197265625,0
57995_000109_Endzone_384,654,18,254,18,0.7158203125,0
57995_000109_Endzone_384,920,17,243,20,0.70654296875,0
